Hours_Studied,Attendance,Previous_Scores,Exam_Score,Parental_Involvement_encoded,Access_to_Resources_encoded,Extracurricular_Activities_encoded,Sleep_Hours_encoded,Motivation_Level_encoded,Internet_Access_encoded,Tutoring_Sessions_encoded,Family_Income_encoded,Teacher_Quality_encoded,School_Type_encoded,Peer_Influence_encoded,Physical_Activity_encoded,Learning_Disabilities_encoded,Parental_Education_Level_encoded,Distance_from_Home_encoded,Gender_encoded,Performance_Category,Engagement_Index,Behavioral_Stability_Score,Support_Score,Academic_Momentum,Consistency_Index,Weighted_Engagement,Student_Risk_Profile,Rolling_Attendance_Mean,Study_Hours_Trend_Slope,Performance_Velocity
0.0,-0.3,0.56,66,67.09815585960737,68.09215189873417,66.93143499437991,67.21872766261616,66.75219411461022,67.29289456450557,66.98026617714548,67.33495873968492,67.10017486884837,67.21291866028709,66.56427015250544,67.18500307314075,67.34912043301759,67.31573655103067,66.98148148148148,67.24489795918367,Medium Performance (Medium Risk),0.43999999999999995,-0.003353396109373549,0.5,0.6439999999999999,0.827104675417019,0.48995025586152907,0.48250000000000004,0.06,0.21250000000000005,0.20000000000000007
-1.125,-0.1,1.0,66,68.09276729559748,67.13437782464598,67.44184865413915,67.21872766261616,67.70432145564821,67.29289456450557,66.98026617714548,66.84842814371258,67.10017486884837,67.21291866028709,67.19791666666667,67.19607072691552,67.34912043301759,66.89797766374886,66.98148148148148,67.22889355007865,Medium Performance (Medium Risk),0.36750000000000005,-0.003353396109373549,0.5,0.747,0.6262889584558285,0.45893711246929103,0.42062499999999997,0.039999999999999994,-0.1374999999999999,0.43999999999999995
-0.375,-0.75,0.0,63,66.35826477187734,68.09215189873417,67.44184865413915,67.2978417266187,67.33064756789018,67.29289456450557,67.56701030927834,66.84842814371258,67.10017486884837,67.21291866028709,67.62319939347991,67.19607072691552,67.34912043301759,66.89797766374886,67.49379903821817,67.24489795918367,Low Performance (High Risk),0.3125,-0.003353396109373549,0.5,0.425,0.5511425813920182,0.33080783705652894,0.640625,-0.06000000000000001,-0.40000000000000013,-1.0
0.125,-0.9,-0.84,64,68.09276729559748,66.20335110434121,67.44184865413915,67.19476744186046,67.70432145564821,67.29289456450557,66.4897554527429,67.84239558707644,67.6769388803287,67.21291866028709,67.62319939347991,67.19607072691552,67.34912043301759,67.97088122605363,66.45744680851064,67.22889355007865,Low Performance (High Risk),0.3325,-0.003353396109373549,0.5,0.18100000000000002,0.6218963526665943,0.27775859131144415,0.7593749999999999,-0.22000000000000003,0.012500000000000011,-0.84
-0.875,0.55,0.6,65,66.35826477187734,67.13437782464598,66.93143499437991,67.19476744186046,67.33064756789018,67.29289456450557,66.98026617714548,67.84239558707644,67.10017486884837,67.21291866028709,66.56427015250544,67.18500307314075,66.2705035971223,66.89797766374886,66.98148148148148,67.24489795918367,Low Performance (High Risk),0.5225000000000001,-0.003353396109373549,0.5,0.6890000000000001,0.48606619496494397,0.4599925597711141,0.35062499999999996,-0.29999999999999993,-0.049999999999999975,1.44
0.25,0.15,0.76,71,68.09276729559748,68.09215189873417,67.44184865413915,67.19476744186046,67.33064756789018,67.29289456450557,66.4897554527429,67.84239558707644,67.10017486884837,67.21291866028709,67.19791666666667,67.18500307314075,67.34912043301759,67.31573655103067,66.98148148148148,67.22889355007865,High Performance (Low Risk),0.5549999999999999,-0.003353396109373549,0.5,0.75,0.7691848302092053,0.5446662868199663,0.3725,-0.20999999999999996,0.22500000000000017,0.16000000000000003
-0.5,0.5,-0.68,66,67.09815585960737,67.13437782464598,66.93143499437991,67.62783171521036,67.33064756789018,67.29289456450557,66.98026617714548,66.84842814371258,67.10017486884837,67.21291866028709,67.19791666666667,67.19607072691552,67.34912043301759,66.89797766374886,66.98148148148148,67.24489795918367,Medium Performance (Medium Risk),0.55,-0.003353396109373549,0.5,0.316,0.567538296810308,0.37263698014018687,0.51,-0.08999999999999997,-0.012499999999999964,-1.44
-0.25,-0.7,-0.96,64,68.09276729559748,68.09215189873417,66.93143499437991,67.62783171521036,66.75219411461022,67.29289456450557,67.56701030927834,66.84842814371258,67.10017486884837,67.28770532603285,67.19791666666667,67.18500307314075,67.34912043301759,67.31573655103067,67.49379903821817,67.22889355007865,Low Performance (High Risk),0.3350000000000001,-0.003353396109373549,0.5,0.14600000000000005,0.6017599738775696,0.26398131555363924,0.74875,-0.07999999999999996,-0.0375,-0.2799999999999999
-0.5,0.15,-0.72,63,66.35826477187734,67.13437782464598,66.93143499437991,67.19476744186046,67.33064756789018,67.29289456450557,66.4897554527429,67.84239558707644,66.75342465753425,67.21291866028709,67.62319939347991,67.31301587301587,66.2705035971223,66.89797766374886,67.49379903821817,67.24489795918367,Low Performance (High Risk),0.48,-0.003353396109373549,0.5,0.276,0.696139132745902,0.3653571473273056,0.5762499999999999,0.13000000000000006,0.02500000000000011,0.24
1.375,-0.5,-0.36,69,67.09815585960737,68.09215189873417,67.44184865413915,67.24296381390006,67.33064756789018,67.29289456450557,66.98026617714548,67.84239558707644,67.10017486884837,67.21291866028709,66.56427015250544,67.19607072691552,67.34912043301759,67.31573655103067,67.49379903821817,67.22889355007865,High Performance (Low Risk),0.5375,-0.003353396109373549,0.5,0.40700000000000003,0.4434799786374787,0.371375316505621,0.598125,-0.07999999999999996,0.225,0.36
0.0,-0.55,0.84,67,67.09815585960737,67.13437782464598,67.44184865413915,67.21872766261616,67.33064756789018,67.29289456450557,67.56701030927834,67.33495873968492,67.6769388803287,67.21291866028709,67.62319939347991,67.19607072691552,67.34912043301759,66.89797766374886,67.49379903821817,67.22889355007865,Medium Performance (Medium Risk),0.39,-0.003353396109373549,0.5,0.708,0.753972672158003,0.4795238552097259,0.49124999999999996,-0.21999999999999997,0.26250000000000007,1.2
-0.75,-1.0,-1.0,61,68.09276729559748,67.13437782464598,66.93143499437991,67.2978417266187,67.33064756789018,67.29289456450557,67.56701030927834,67.33495873968492,67.10017486884837,67.21291866028709,67.19791666666667,67.19607072691552,67.34912043301759,67.31573655103067,67.49379903821817,67.24489795918367,Low Performance (High Risk),0.225,-0.003353396109373549,0.5,0.09000000000000001,0.4327118976447743,0.18037170030708016,0.81875,-0.5199999999999999,-0.049999999999999954,-1.8399999999999999
0.625,-0.75,0.6,68,68.09276729559748,67.13437782464598,66.93143499437991,67.2978417266187,67.33064756789018,67.29289456450557,67.56701030927834,67.33495873968492,67.10017486884837,67.21291866028709,67.62319939347991,67.19607072691552,67.34912043301759,67.31573655103067,66.98148148148148,67.24489795918367,Medium Performance (Medium Risk),0.4125,-0.003353396109373549,0.5,0.645,0.4886865183949586,0.41431662445711703,0.5406249999999999,-0.53,0.012499999999999943,1.6
-0.875,-0.4,0.72,61,66.35826477187734,67.13437782464598,66.93143499437991,67.19476744186046,66.75219411461022,67.29289456450557,66.98026617714548,66.84842814371258,67.10017486884837,67.21291866028709,66.56427015250544,67.19607072691552,67.34912043301759,66.89797766374886,67.49379903821817,67.22889355007865,Low Performance (High Risk),0.3325,-0.003353396109373549,0.5,0.649,0.5259629553609129,0.3989719118503079,0.5018750000000001,-0.6399999999999999,-0.3875000000000001,0.12
0.125,-0.75,0.64,64,67.09815585960737,66.20335110434121,67.44184865413915,67.24296381390006,66.75219411461022,67.29289456450557,67.56701030927834,67.33495873968492,67.6769388803287,67.21291866028709,67.62319939347991,67.19607072691552,67.34912043301759,66.89797766374886,66.45744680851064,67.24489795918367,Low Performance (High Risk),0.36250000000000004,-0.003353396109373549,0.5,0.637,0.6440138258567237,0.42798208594947007,0.548125,-0.69,0.012499999999999999,-0.07999999999999996
-1.5,0.95,-0.84,67,67.09815585960737,67.13437782464598,66.93143499437991,67.14967741935484,66.75219411461022,67.29289456450557,67.56701030927834,66.84842814371258,67.10017486884837,67.21291866028709,67.19791666666667,67.6038781163435,67.34912043301759,67.97088122605363,67.49379903821817,67.24489795918367,Medium Performance (Medium Risk),0.54,-0.003353396109373549,0.5,0.264,0.35488701775849907,0.3115067243298251,0.47624999999999995,-0.39,-0.1999999999999999,-1.48
-1.0,-0.4,0.36,63,66.35826477187734,67.13437782464598,67.44184865413915,67.21872766261616,67.33064756789018,67.29289456450557,66.98026617714548,66.84842814371258,67.10017486884837,67.21291866028709,67.62319939347991,67.6038781163435,67.34912043301759,66.89797766374886,67.49379903821817,67.24489795918367,Low Performance (High Risk),0.32,-0.003353396109373549,0.5,0.536,0.509425304175361,0.3580143816131975,0.55,-0.27,-0.3875000000000001,1.2
0.125,-0.75,0.92,64,66.35826477187734,67.13437782464598,67.44184865413915,67.19476744186046,66.75219411461022,67.29289456450557,66.98026617714548,67.33495873968492,67.6769388803287,67.21291866028709,66.56427015250544,67.31301587301587,67.34912043301759,66.89797766374886,67.49379903821817,67.22889355007865,Low Performance (High Risk),0.36250000000000004,-0.003353396109373549,0.5,0.721,0.6440138258567237,0.45318208594947007,0.513125,-0.27,0.08750000000000002,0.56
0.5,-0.6,-0.76,67,68.09276729559748,67.13437782464598,66.93143499437991,67.21872766261616,66.75219411461022,67.29289456450557,67.89473684210526,67.84239558707644,67.6769388803287,67.21291866028709,67.19791666666667,66.96912114014252,67.34912043301759,67.31573655103067,67.49379903821817,67.22889355007865,Medium Performance (Medium Risk),0.43000000000000005,-0.003353396109373549,0.5,0.24400000000000005,0.543602987289256,0.3102499182359765,0.6875,-0.31,0.23750000000000002,-1.6800000000000002
0.125,0.2,-0.92,65,67.09815585960737,67.13437782464598,67.44184865413915,67.19476744186046,66.75219411461022,67.29289456450557,66.98026617714548,67.33495873968492,67.6769388803287,67.21291866028709,67.19791666666667,67.18500307314075,66.2705035971223,67.31573655103067,66.45744680851064,67.24489795918367,Low Performance (High Risk),0.5525,-0.003353396109373549,0.5,0.245,0.7971654751848898,0.39801241581510327,0.576875,-0.12000000000000002,0.4750000000000002,-0.16000000000000003
-0.125,-0.85,0.76,64,66.35826477187734,68.09215189873417,66.93143499437991,67.24296381390006,67.33064756789018,67.29289456450557,66.98026617714548,67.33495873968492,67.10017486884837,67.28770532603285,67.62319939347991,67.19607072691552,67.34912043301759,66.89797766374886,66.98148148148148,67.22889355007865,Low Performance (High Risk),0.3175,-0.003353396109373549,0.5,0.655,0.632219375924141,0.4175231959629535,0.556875,-0.48,0.17500000000000007,1.6800000000000002
-0.25,0.7,0.28,70,67.09815585960737,68.09215189873417,67.44184865413915,67.24296381390006,67.33064756789018,67.29289456450557,67.89473684210526,67.33495873968492,67.10017486884837,67.28770532603285,66.56427015250544,67.18500307314075,66.2705035971223,67.31573655103067,67.49379903821817,67.22889355007865,High Performance (Low Risk),0.615,-0.003353396109373549,0.5,0.63,0.6013609733801557,0.4931015154541564,0.34875,-0.26,-0.13750000000000004,-0.48
-1.125,0.9,0.28,68,67.09815585960737,67.13437782464598,67.44184865413915,67.14967741935484,66.75219411461022,67.29289456450557,66.98026617714548,67.33495873968492,67.10017486884837,67.28770532603285,67.62319939347991,67.19607072691552,67.34912043301759,67.97088122605363,66.45744680851064,67.22889355007865,Medium Performance (Medium Risk),0.5675,-0.003353396109373549,0.5,0.611,0.39464933293252613,0.4318091873646305,0.335625,0.07000000000000002,-0.36250000000000004,0.0
-0.5,-0.5,0.92,65,67.09815585960737,67.13437782464598,67.44184865413915,67.21872766261616,67.33064756789018,67.29289456450557,67.56701030927834,67.33495873968492,67.10017486884837,67.21291866028709,67.62319939347991,67.19607072691552,67.34912043301759,66.89797766374886,66.98148148148148,67.22889355007865,Low Performance (High Risk),0.35,-0.003353396109373549,0.5,0.716,0.5680991854490235,0.43274915786793,0.485,0.09000000000000001,-0.225,0.64
-0.375,-0.1,0.52,68,67.09815585960737,67.13437782464598,67.44184865413915,67.19476744186046,67.33064756789018,67.29289456450557,66.98026617714548,67.33495873968492,67.6769388803287,67.28770532603285,67.62319939347991,67.19607072691552,67.34912043301759,67.31573655103067,67.49379903821817,67.24489795918367,Medium Performance (Medium Risk),0.4425,-0.003353396109373549,0.5,0.633,0.7603664506159133,0.4740526109013079,0.46187500000000004,0.03000000000000001,-0.07500000000000002,-0.4
0.75,-0.95,-0.2,64,67.09815585960737,66.20335110434121,67.44184865413915,67.19476744186046,67.33064756789018,67.29289456450557,67.56701030927834,66.84842814371258,67.10017486884837,67.21291866028709,67.62319939347991,67.19607072691552,67.34912043301759,66.89797766374886,66.98148148148148,67.24489795918367,Low Performance (High Risk),0.385,-0.003353396109373549,0.5,0.394,0.4375388760318388,0.3205370959844931,0.6725,0.010000000000000009,0.275,-0.72
0.25,0.3,-0.12,68,66.35826477187734,67.13437782464598,67.44184865413915,67.24296381390006,66.75219411461022,67.29289456450557,67.89473684210526,66.84842814371258,67.6769388803287,67.21291866028709,67.62319939347991,67.18500307314075,67.34912043301759,66.89797766374886,66.98148148148148,67.22889355007865,Medium Performance (Medium Risk),0.585,-0.003353396109373549,0.5,0.498,0.7015227765233601,0.4645338760827973,0.45625000000000004,-0.06999999999999998,0.4000000000000002,0.08000000000000002
-1.375,-0.15,-0.72,63,67.09815585960737,67.13437782464598,66.93143499437991,67.2978417266187,67.33064756789018,67.29289456450557,67.56701030927834,67.33495873968492,67.6769388803287,67.21291866028709,67.19791666666667,67.19607072691552,67.34912043301759,66.89797766374886,67.49379903821817,67.22889355007865,Low Performance (High Risk),0.3325,-0.003353396109373549,0.5,0.21700000000000003,0.5733335171970115,0.27884602421752763,0.650625,-0.27999999999999997,-0.11249999999999995,-0.6
0.25,-0.45,-0.4,64,66.35826477187734,67.13437782464598,67.44184865413915,67.24296381390006,66.75219411461022,67.29289456450557,66.98026617714548,67.33495873968492,66.75342465753425,67.21291866028709,67.62319939347991,67.31301587301587,67.34912043301759,67.31573655103067,66.98148148148148,67.22889355007865,Low Performance (High Risk),0.43500000000000005,-0.003353396109373549,0.5,0.35400000000000004,0.654213625712732,0.36687204592067174,0.6224999999999999,-0.26999999999999996,-0.08750000000000002,0.31999999999999995
-0.25,-0.6,-0.12,64,68.09276729559748,67.13437782464598,66.93143499437991,67.24296381390006,67.33064756789018,67.29289456450557,66.4897554527429,67.33495873968492,67.10017486884837,67.21291866028709,67.19791666666667,67.19607072691552,67.34912043301759,67.31573655103067,67.49379903821817,67.22889355007865,Low Performance (High Risk),0.355,-0.003353396109373549,0.5,0.406,0.6209906439183673,0.3518274495617988,0.62625,-0.36999999999999994,-0.20000000000000007,0.28
-0.5,0.3,-0.48,67,66.35826477187734,67.13437782464598,67.44184865413915,67.21872766261616,67.33064756789018,67.29289456450557,67.56701030927834,67.33495873968492,67.10017486884837,67.21291866028709,67.62319939347991,67.31301587301587,67.34912043301759,66.89797766374886,67.49379903821817,67.22889355007865,Medium Performance (Medium Risk),0.51,-0.003353396109373549,0.5,0.36,0.6284770790600569,0.38602473659013664,0.52,-0.11999999999999997,-0.03750000000000002,-0.36
0.5,-0.15,0.84,67,68.09276729559748,66.20335110434121,66.93143499437991,67.21872766261616,67.33064756789018,67.29289456450557,66.4897554527429,67.33495873968492,67.10017486884837,67.21291866028709,67.19791666666667,67.19607072691552,67.34912043301759,66.89797766374886,67.49379903821817,67.24489795918367,Medium Performance (Medium Risk),0.52,-0.003353396109373549,0.5,0.76,0.6956777938385432,0.5224648795458339,0.40875,-0.21000000000000002,0.3000000000000001,1.3199999999999998
0.75,-0.65,-0.96,66,67.09815585960737,68.09215189873417,67.44184865413915,67.24296381390006,66.75219411461022,67.29289456450557,67.56701030927834,67.84239558707644,67.6769388803287,67.28770532603285,67.19791666666667,67.31301587301587,66.2705035971223,67.97088122605363,66.45744680851064,67.24489795918367,Medium Performance (Medium Risk),0.44500000000000006,-0.003353396109373549,0.5,0.19000000000000006,0.48381384795267945,0.2865920903686612,0.7150000000000001,-0.30999999999999994,0.17500000000000002,-1.7999999999999998
0.75,0.4,0.16,72,67.09815585960737,68.09215189873417,67.44184865413915,67.2978417266187,67.33064756789018,67.29289456450557,66.98026617714548,66.84842814371258,67.6769388803287,67.28770532603285,67.62319939347991,67.31301587301587,67.34912043301759,67.31573655103067,66.98148148148148,67.22889355007865,High Performance (Low Risk),0.6549999999999999,-0.003353396109373549,0.5,0.6099999999999999,0.5434201918687007,0.48751335915186533,0.39125000000000004,-0.13999999999999996,0.3250000000000001,1.1199999999999999
-0.625,0.15,0.56,65,67.09815585960737,68.09215189873417,66.93143499437991,67.2978417266187,66.75219411461022,66.53507014028057,66.98026617714548,67.33495873968492,67.6769388803287,67.21291866028709,67.19791666666667,67.18500307314075,66.2705035971223,66.89797766374886,67.49379903821817,67.24489795918367,Low Performance (High Risk),0.4675,-0.003353396109373549,0.5,0.655,0.6686862804913719,0.46981657687639966,0.419375,0.010000000000000026,4.8132629112385955e-17,0.4
-0.25,0.7,0.48,71,67.09815585960737,67.13437782464598,67.44184865413915,67.19476744186046,67.70432145564821,67.29289456450557,66.98026617714548,67.33495873968492,67.10017486884837,67.21291866028709,67.62319939347991,67.31301587301587,67.34912043301759,66.89797766374886,67.49379903821817,67.22889355007865,High Performance (Low Risk),0.615,-0.003353396109373549,0.5,0.69,0.6013609733801557,0.5111015154541564,0.32375,0.09000000000000001,-0.2875,-0.08000000000000007
